"uri","name","en_name","code","status","status_note","policy_area","lead_dg","associated_dg","group_type","scope","mission","task","composition","active_since","last_updated","creating_act","abbreviation","link_to_website"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2489","Steering Group on Adaptation to Climate Change","Steering Group on Adaptation to Climate Change","E02489","Active","Group which operates on a permanent basis","Climate","CLIMA - Climate Action DG",,"Informal, Temporary","Limited","Support the Commission in the preparation of the Communication on Mainstreaming Climate Change Mitigation and Adaptation into Community policies;
Carry out preparatory work on the design of national adaptation strategies;
Contribute to the implementation of the EU's adaptation framework as set out in the White Paper.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views
Monitors the development of national policies and the enforcement of EU legislation by national authorities","National Administrations
International organization (Climate)","2010","10 Dec 2010",,,"http://ec.europa.eu/clima/policies/adaptation/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2490","Expert Group on Fluorinated Gases","Expert Group on Fluorinated Gases","E02490","Active","Group which operates on a permanent basis","Climate","CLIMA - Climate Action DG","ENTR - Enterprise and Industry DG","Informal, Temporary","Limited","To provide advice and expertise to the Commission Services during preparations for reviewing Regulation (EC) No 842/2006 on certain fluorinated greenhouse gases, as required under Article 10 of the Regulation.","Assist the Commission in the preparation of an evaluation report and a potential legislative proposal to revise the Regulation, should such proposal be necessary.","National Administrations
Association (Industry)
NGO (Environment)","07/10/10","20 May 2011",,"FGAS","http://ec.europa.eu/clima/policies/f-gas/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2491","C2013 A_SG_MCC - Modernised Customs Code Implementation – Ad-hoc High-Level Steering Group","C2013 A_SG_MCC - Modernised Customs Code Implementation – Ad-hoc High-Level Steering Group","E02491","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Permanent","Limited","Regular coordination mechanism with the Member States covering all areas of developments or activities in the framework of the implementation of the Modernised Customs Code (MCC) :
Provide a clear and strong lead on policy, MCC implementing provisions priorities and scope and realistic timetable for delivery.
Provide overall direction and leadership in delivering against the prioritised scope and timetable.
Ensure that the business justification for MCC implementing provisions deliverables is sound and viable and that the benefits to customs administrations and economic operators can be realised.
Ensure that the high-level business process models (as discussed by the Electronic Customs Group and the competent Customs Code Committee) will deliver the agreed policy objectives.
Review the planning, which for the short-term objectives should include all the on-going activities allocated by competent (technical) group.
Take note of the progress achieved and monitor it against the plan.","Coordinates with Member States, exchange of views","National Administrations","2010","10 May 2011",,"CSG009",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2494","C2013 B_075 - Project Group on System-Based Approach (Phase III)","C2013 B_075 - Project Group on System-Based Approach (Phase III)","E02494","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","To prepare the implementation of a Systems Based Approach to Customs Controls :
Identify the interest of traders (also related to costs/benefits)
Develop a hypothetical business case (including a Business Process Model) and the preparation of a future pilot action
Identify and find scenarios/solutions for technical issues, such as statistical and other information, prohibitions and restrictions etc, evolutions of the AEO concept etc.
Plan a detailed design and technicalities of the SBA components.
Identify transition issues in order to move from a solely transaction-based Customs environment to one with SBA as well.","Coordinates with Member States, exchange of views","National Administrations","2010","11 May 2011",,"CWG/241",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2495","C2013 B_076 - Project Group on an EU Customs Security Area with Norway and Switzerland","C2013 B_076 - Project Group on an EU Customs Security Area with Norway and Switzerland","E02495","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","According to the agreement on the customs security measures between the European Community and the Swiss Confederation and Norway, the contracting parties shall co-operate with a view to:
— exchanging information with the aim of improving and strengthening their risk analysis and the effectiveness of security-related customs controls, and,
— establishing in good time a common framework for risk management, common risk criteria and common priority control areas and setting up an electronic system to implement joint risk-management.  The PG  of risk analysis experts of the Member States is to assist the Commission at the technical meetings with the Switzerland and Norway counterparts in view of meeting the legally prescribed objectives","Coordinates with Member States, exchange of views","National Administrations
Third Country (Customs)
Third Country (Customs)","2010","10 May 2011",,"CWG/244",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2496","C2013 B_077 - Project Group on Smart and Secure Trade Lanes (SSTL) between EU and China - Phase II","C2013 B_077 - Project Group on Smart and Secure Trade Lanes (SSTL) between EU and China - Phase II","E02496","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","- to test, refine and agree the principles for securing and facilitating end to end supply chains between Asia and Europe, with particular emphasis on sea containers moving between China and 6 EU Member States (BE, FR, DE, IT, NL, UK).
- to build upon the achievements of phase 1 and continue to test WCO SAFE framework to secure and facilitate global trade in a more realistic and more complex operational environment.","Coordinates with Member States, exchange of views","National Administrations
Third Country (Customs)","2010","14 Apr 2011",,"CWG245",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2497","C2013 B_079 - Project Group on Updating the Authorised Economic Operators (AEO) guidelines","C2013 B_079 - Project Group on Updating the Authorised Economic Operators (AEO) guidelines","E02497","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","•Redraft the AEO guidelines to take into consideration the practical experience gained so far and to make the guide a much more operational tool based on actual and concrete experience;
•Take reflect the result of the monitoring visits in the updated guidelines.
•Draft some important supporting documents to better harmonize the overall process: new self-assessment questionnaire; instructions on how to fill the self-assessment questionnaire; common templates, etc;
•Integrate into the guidelines best practices and experiences learned in all MS during the assessment of the economic operators","Coordinates with Member States, exchange of views","National Administrations","2010","14 Apr 2011",,"CWG246",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2498","C2013 B_081 - Project Group on risk management in the transit procedure","C2013 B_081 - Project Group on risk management in the transit procedure","E02498","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","• draft a threat assessment report describing the current threats in the internal and external transit procedures as listed in Article 91 and Article 163 of the Community Customs Code;
• develop a set of recommendations for risk analysis of transit movements;
• examine a common approach to risk analysis for Transit movements in an automated environment (including possible allocation of benefits for AEOs);
• recommend possible measures to put in place, including specific risk criteria, to establish an equivalent level of protection of the EU's (financial) interests;
• consider a common risk management based approach to customs controls of goods in transit (by addressing the Court of Auditors' suggestions to promote a reasonable rate of physical checks on transit consignments and the EP's suggestion to coordinate physical controls).","Coordinates with Member States, exchange of views","National Administrations","2010","18 Apr 2011",,"CWG249",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2500","C2013 D_029 - New Computerized Transit System (NCTS) Rail Tests Evaluation","C2013 D_029 - New Computerized Transit System (NCTS) Rail Tests Evaluation","E02500","On Hold","Group which does not operate on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","Evaluation of the tests undertaken so far, in particular with regard to:
a) best practices for using NCTS for rail;
b) problems encountered and proposed solutions;
c) identification of any remaining obstacles.","Coordinates with Member States, exchange of views","National Administrations
Third Country (Customs)","2010","10 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2501","C2013 G_089 - Project Group on Business Process Modelling (BPM) - Phase III","C2013 G_089 - Project Group on Business Process Modelling (BPM) - Phase III","E02501","Active","Group which operates on a permanent basis","Customs","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","To plan and coordinate the implementation of Business Process Modelling (BPM) as agreed by the Customs Policy Group (CPG):
- Steering BPM Network activities
- Participating (as observers) in training activities at EU level for the BPM Network
- Producing a BPM newsletter,
- Marketing the use of BPM.
- Looking into how to derive further potential benefits of BPM
- Considering challenges and problems","Coordinates with Member States, exchange of views","National Administrations","2010","11 May 2011",,"CWG/243",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2502","C2013 J_014/F2013 FPG63 - Programmes' Information and Collaboration Services (PICS) Reflection Group","C2013 J_014/F2013 FPG63 - Programmes' Information and Collaboration Services (PICS) Reflection Group","E02502","Active","Group which operates on a permanent basis","Customs
Taxation","TAXUD - Taxation and Customs Union DG",,"Informal, Temporary","Limited","- contribute to the development of the PICS functional specifications;
- ensure that the interests of the Participating Countries are well understood;
- translate the experience from the PICS pilot and TACTIC (Taxation and Customs Training Interactive Campus) in the PICS functional specifications;
- evaluate some trial builds from PICS with the user community in an attempt to further improve them.","Coordinates with Member States, exchange of views","National Administrations","2010","13 Apr 2011",,"CWG248/ FPG63",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2506","F2013 FSG/EF - Eurofisc Group","F2013 FSG/EF - Eurofisc Group","E02506","Active","Group which operates on a permanent basis","Taxation","TAXUD - Taxation and Customs Union DG",,"Informal, Permanent","Limited","Organise the practical functioning and operation of the EUROFISC Group as well as the work to be carried out within the different working fields.","Coordinates with Member States, exchange of views","National Administrations","2010","28 Apr 2011",,"FSG/EF",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2508","Expert group on use of sewage sludge and bio-waste (compost) on soil","Expert group on use of sewage sludge and bio-waste (compost) on soil","E02508","Active","Group which operates on a permanent basis","Environment","ENV - Environment DG",,"Informal, Temporary","Limited","The group would be aimed to support the Commission during works on revision of sewage sludge directive as well as in support in setting compost standards including end of waste for composts.","Assist the Commission in the preparation of legislation or in policy definition","National Administrations","02/09/10","08 Dec 2010",,,"http://ec.europa.eu/environment/waste/sludge/index.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2510","High Level Forum for a Better Functioning Food Supply Chain","High Level Forum for a Better Functioning Food Supply Chain","E02510","Active","Group which operates on a permanent basis","Enterprise","ENTR - Enterprise and Industry DG","AGRI - Agriculture and Rural Development DG
MARKT - Internal Market and Services DG
SANCO - Health and Consumers DG
AGRI - Agriculture and Rural Development DG","Formal, Temporary","Limited","The Forum shall assist the Commission with the development of industrial policy in the agro-food sector. For this purpose, it shall follow the recommendations of the High Level Group on the Competitiveness of the Agro-Food Industry established by Commission Decision 2008/359/EC on the one hand and, on the other hand, the implementation of the initiatives proposed by the Commission in its Communication ‘A better functioning food supply chain in Europe’.","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations
Corporate (Industry)
Association (Agriculture,Consumer affairs,Industry)
Trade Union (Employment and social affairs)
NGO (Environment,Consumer affairs,Public health)","2010","23 May 2011","COMMISSION DECISION of 30 July 2010 establishing the High Level Forum for a Better Functioning Food Supply Chain (2010/C 210/03).",,"http://ec.europa.eu/enterprise/sectors/food/competitiveness/forum_food/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2511","Expert group on Science, H1N1 and Society","Expert group on Science, H1N1 and Society","E02511","Active","Group which operates on a permanent basis","Research and Innovation","RTD - Research DG",,"Informal, Temporary","Limited","The Expert Group's general objective is to explore in the most comprehensive way the field of questions at the interface of science and society raised by the H1N1 pandemic management and to organise this set of research questions in a rational research agenda that could be tackled by the Commission's Framework Programme and notably the ""Science in Society"" part of the ""Capacities"" specific programme.","Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Risk management communication
Public health
Science
Academia","09/09/10","10 Dec 2010",,"H1N1 Expert Group",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2512","EXPERT GROUP ON MARKET INFRASTRUCTURES","EXPERT GROUP ON MARKET INFRASTRUCTURES","E02512","Active","Group which operates on a permanent basis","Internal Market","MARKT - Internal Market and Services DG",,"Informal, Temporary","Limited","To contribute to the development of an efficient, safe and sound European post-trade market.  This will be done by giving advice to the Commission services on various issues in relation to post-trade services and market infrastructures in the EU.","Assist the Commission in the preparation of legislation or in policy definition","Finance
Banking
Industry
Insurance","21/10/10","16 May 2011",,"EGMI",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2514","Internet of Things Expert Group","Internet of Things Expert Group","E02514","Active","Group which operates on a permanent basis","Information Society","INFSO - Information Society and Media DG",,"Formal, Temporary","Limited","The group of experts on the Internet of Things task shall be to:
(a) advise the Commission on how best to address the technical, legal and organisational challenges at European level;
(b) bring about an exchange of experience and good practice and solicit oral and written contributions within a group of multiple stakeholders, including international input where needed;
(c) contribute to a shared vision for the development and deployment of the Internet of Things in the framework of the Digital Agenda for Europe, a flagship of the Europe 2020 Strategy.","Assist the Commission in the preparation of legislation or in policy definition","NGO (Consumer affairs)
Association (Energy,Research, Public affairs,Public affairs,Research,Consumer affairs, Land management,Information society,Public health)
Research Institute (Research,Information society)
Corporate (Industry,Public health)
Trade Union (Labour interests)
Academia (Research)","2010","23 May 2011","Commission Decision of 10 August 2010 setting up the Expert Group on the Internet of Things. OJ C 217, 11.8.2010, p. 10–11","IoT-EG","http://circa.europa.eu/Members/irc/infso/iteg/library?l=/&vm=detailed&sb=Title"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2517","Environmental Technologies Action Plan (ETAP) - High Level Working Group","Environmental Technologies Action Plan (ETAP) - High Level Working Group","E02517","Active","Group which operates on a permanent basis","Environment","ENV - Environment DG","RTD - Research DG","Informal, Temporary","Limited","To establish a good co-operation between the institutions of the Member States and the Commission, and advise the Commission on the implementation of ETAP;
To facilitate the exchange of information, experience and good practice on the promotion of environmental technologies.","Coordinates with Member States, exchange of views","National Administrations
Financial Institution (Finance)","18/01/2011","18 Jan 2011",,"ETAP","http://ec.europa.eu/environment/etap"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2518","Technical Advisory Group on the integration of maritime surveillance","Technical Advisory Group on the integration of maritime surveillance","E02518","Active","Group which operates on a permanent basis","Fisheries and Maritime Affairs","MARE - Maritime Affairs and Fisheries DG","SG - Secretariat-General
SJ - Legal Service
COMM - Communication DG
DIGIT - Informatics DG
ELARG - Enlargement DG
ENTR - Enterprise and Industry DG
ENV - Environment DG
INFSO - Information Society and Media DG
JRC - Joint Research Centre
OLAF - European Anti-Fraud Office
RTD - Research DG
TAXUD - Taxation and Customs Union DG
HOME - Home Affairs DG
CLIMA - Climate Action DG
JUST - Justice DG
MOVE - Mobility and Transport DG
DEVCO - Development DG
FPIS - Foreign Policy Instruments Service","Informal, Temporary","Limited","The purpose of this group is to advice on the roadmap towards the creation of the Common Information Sharing Environment (CISE) for the surveillance of the EU maritime domain (See Communication of the Commission COM(2010)584). This involves:
- Identifying all user Communities
- Mapping of Data Sets and Gap analysis for Data Exchange
- Common Data Classification Levels
- Developing the supporting framework for the CISE
- Defining Access Rights
- Providing a coherent legal framework","Assist the Commission in the preparation of legislation or in policy definition","EU body (Fisheries and aquaculture)
EU agency (Environment,Civil service,Fisheries and aquaculture,Security policy (foreign),External relations)
Maritime safety, security and prevention of pollution caused by ships
Civil service
Marine pollution preparedness and response.
Fisheries and aquaculture
Marine pollution preparedness and response, Marine environment
Customs
Fisheries control
Border control
Law (civil)
Fisheries control.
Defence
Defence","2010","11 Apr 2011",,"TAG","http://ec.europa.eu/maritimeaffairs/surveillance_en.html"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2519","Expert Group on laboratory alignment for the measurement of tyre rolling resistance","Expert Group on laboratory alignment for the measurement of tyre rolling resistance","E02519","Active","Group which operates on a permanent basis","Energy
Enterprise
Transport","ENER - Energy DG","ENTR - Enterprise and Industry DG","Informal, Temporary","Limited","To provide advice and expertise to the Commission in relation to the implementation of Regulation (EC) No 2009/1222, in particular perform the laboratory alignment necessary for the measurement of tyre rolling resistance","Coordinates with Member States, exchange of views","International organization","08/10/10","17 Dec 2010",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2520","Expert Group on Urban ITS (Intelligent Transport Systems)","Expert Group on Urban ITS (Intelligent Transport Systems)","E02520","Active","Group which operates on a permanent basis","Transport","MOVE - Mobility and Transport DG","RTD - Research DG","Informal, Temporary","Limited","Contribute to the implementation of the Action Plan on the deployment of Intelligent Transport Systems and the Action Plan on Urban Mobility.","Assist the Commission in the preparation of legislation or in policy definition","Academia
Industry
Engineering (civil,IT,infrastructure)
Science
Economy
Public relations
Development
Research","2010","16 May 2011",,"EG UITS","http://ec.europa.eu/transport/its/road/action_plan/its_for_urban_areas_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2521","Linguistic Network of Excellence for Institutional Romanian","Linguistic Network of Excellence for Institutional Romanian","E02521","Active","Group which operates on a permanent basis","Languages and multilingualism","DGT - Translation DG",,"Informal, Temporary","Limited","Exchange of competences and best practices for harmonising and improving the use of the Romanian language in the institutional environment.","Provide expert advice to the Commission on the drafting of measures of a linguistic or terminological nature in various fields (legal, financial, writing handbooks)","Linguistics and Terminology","2010","06 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2522","Expert group for technical advice on organic production","Expert group for technical advice on organic production","E02522","Active","Group which operates on a permanent basis","Agriculture","AGRI - Agriculture and Rural Development DG",,"Formal, Permanent","Limited","The Commission may consult the group on any matter in the field of organic production","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Agriculture
Research
Fisheries and aquaculture
Architecture
Livestock
Industry
Economy
Academia","2010","06 May 2011","Commission Decision of 3 June 2009 establishing the expert group for technical advice on organic production (2009/427/EC)","EGTOP","http://ec.europa.eu/agriculture/organic/eu-policy/expert-recommendations_en#group"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2525","Galileo Geodetic Reference Interface Working Group","Galileo Geodetic Reference Interface Working Group","E02525","Active","Group which operates on a permanent basis","Enterprise","ENTR - Enterprise and Industry DG",,"Informal, Temporary","Limited","The Galileo Geodetic Reference Interface Working Group (GGRI-WG) is established in order to organize a structured discussion and consultation within the European Geodesy community, addressing potential products, implementation and operations related to the Galileo Geodetic Reference Service Provider (GGRSP).","Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee",,"2010","03 Jan 2011",,"GGRI-WG",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2526","Commission Expert Group on climate policy for international maritime transport under the European Climate Change Programme","Commission Expert Group on climate policy for international maritime transport under the European Climate Change Programme","E02526","Active","Group which operates on a permanent basis","Climate","CLIMA - Climate Action DG","ECFIN - Economic and Financial Affairs DG
ENTR - Enterprise and Industry DG
MARE - Maritime Affairs and Fisheries DG
MOVE - Mobility and Transport DG","Informal, Temporary","Limited","The overall objective of the group is to assist the Commission in its work to develop and assess options for the possible inclusion of maritime transport emissions in the EU's greenhouse gas reduction commitment. More specifically, the group will be asked to provide input to the following topics:
•Potential policy instruments for including maritime transport in the EU reduction commitment, their strengths and weaknesses, taking into account:
-the mandate provided by the Energy and Climate Package,
-the progress in the International Maritime Organization,
-international policy experiences and developments,
-progress of the UNFCCC negotiations on climate change;
-possible synergy and negative effects on other policies and environmental aspects;
• Appropriate level of emission reductions
• Impacts of European measures (e.g. emissions, competitiveness, economic etc.)
• Monitoring, reporting and verification requirements for above policy frameworks and instruments and mitigation measures in order that policy can be implemented and monitored.
• Benefits for the sector","Assist the Commission in the preparation of legislation or in policy definition
Coordinates with Member States, exchange of views","National Administrations
Association (External trade,Transport,Climate,Industry)
NGO (Environment,Transport,Climate,Transport)
EU agency (Transport)
Corporate (Transport)
International organization (Transport,Industry)
Climate
Transport
EU body (Environment)
Environment","2010","13 May 2011",,"ECCP - SHIPS","http://ec.europa.eu/clima/documentation/eccp/second_stakeholder_en.htm
http://ec.europa.eu/dgs/clima/mission/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2527","European Forum for Member States on public policies for security and resilience in the context of Critical Information Infrastructure Protection (CIIP)","European Forum for Member States on public policies for security and resilience in the context of Critical Information Infrastructure Protection (CIIP)","E02527","Active","Group which operates on a permanent basis","Information Society","INFSO - Information Society and Media DG",,"Informal, Permanent","Limited","EFMS provides a platform to foster the exchange between Member States of good practices, information and experience on public policy matters relevant to security and resilience in the context of CIIP.","Coordinates with Member States, exchange of views","National Administrations
Third Country (Public affairs)","19/01/2011","19 Jan 2011",,"EFMS","http://ec.europa.eu/information_society/policy/nis/strategy/activities/ciip/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2528","Advisory group - ICT Infrastructure for energy-efficient buildings and neighbourhoods for carbon-neutral cities","Advisory group - ICT Infrastructure for energy-efficient buildings and neighbourhoods for carbon-neutral cities","E02528","Active","Group which operates on a permanent basis","Information Society","INFSO - Information Society and Media DG","ENTR - Enterprise and Industry DG
RTD - Research DG
ENER - Energy DG
CLIMA - Climate Action DG","Informal, Temporary","Limited","•To provide the Commission written input for the preparation of its proposal(s) for the follow-up of FP7 and CIP which end in 2013 and for the preparation of FP8 which starts in 2014.
•To provide individual as well as consolidated advice to the European Commission services regarding a possible public-private partnership to deliver an ICT Infrastructure for energy-efficient buildings and neighbourhoods for carbon-neutral cities.","To provide expert advice to the Commission on strategy, relevant objectives, governance and scientific and technological priorities.","Research Institute (Engineering (civil))
Corporate (Energy,Engineering (IT),Engineering (civil))
Academia (Education,Research)
National Administrations
Financial Institution (Research)","16/12/2010","17 May 2011",,,
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2532","European Regulators Group for Postal Services","European Regulators Group for Postal Services","E02532","Active","Group which operates on a permanent basis","Internal Market","MARKT - Internal Market and Services DG","TAXUD - Taxation and Customs Union DG","Formal, Permanent","Limited","The ERGP will serve as a body for reflection, discussion and advice to the European Commission in the postal services field. It will facilitate consultation, coordination and cooperation between the independent national regulatory authorities in the Member States, and between those authorities and the Commission.","Monitors the development of national policies and the enforcement of EU legislation by national authorities","National Administrations","09/11/10","20 Dec 2010","MARKT/2010/80038 - E4 - ERGP
C(2010) 5449 PE/2010/5317","ERGP",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2534","High level expert group on the Digital Agenda","High level expert group on the Digital Agenda","E02534","Active","Group which operates on a permanent basis","Information Society","INFSO - Information Society and Media DG
DIGIT - Informatics DG
EAC - Education and Culture DG
EMPL - Employment, Social Affairs and Equal Opportunities DG
ENTR - Enterprise and Industry DG
ENV - Environment DG
MARKT - Internal Market and Services DG
SANCO - Health and Consumers DG
TAXUD - Taxation and Customs Union DG
TRADE - Trade DG
HOME - Home Affairs DG
ENER - Energy DG
JUST - Justice DG
MOVE - Mobility and Transport DG",,"Informal, Permanent","Limited","•  The main tasks of the Group is to discuss strategic ICT policy issues in the context of Digital Agenda for Europe (DAE) and in the wider context of the Europe 2020 agenda, review the effectiveness of DAE, and give input and advice on possible improvements and adjustments on DAE actions, on the basis of the monitoring of DAE implementation and the evolution of policy. A work programme will be adopted by the Group.
•  In addition, the Group also offers a forum for exchange of experiences with Commission services, and for exchange of views on issues arising from the Europe 2020 National Reform Plans in the areas covered by DAE.
•  As the Digital Agenda, being a Flagship initiative under Europe 2020, is wider and more ambitious than previous sectoral ICT policy frameworks, coordination with activities in other Flagships is essential.","Coordinates with Member States, exchange of views","National Administrations","24/11/2010","23 May 2011",,"DAE HLG","http://ec.europa.eu/information_society/digital-agenda/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2535","Group of stakeholders on EMF (electromagnetic fields)","Group of stakeholders on EMF (electromagnetic fields)","E02535","Active","Group which operates on a permanent basis","Consumers
Public Health","SANCO - Health and Consumers DG","EMPL - Employment, Social Affairs and Equal Opportunities DG","Informal, Temporary","Limited","To build trust among stakeholders involved in the issue of EMF and health and to formulate recommendations on the management of this issue. These recommendations are expected to include policy recommendations at EU level but could also be specific recommendations to any of the involved stakeholders. Ultimately, the objective is to establish a constructive dialogue among the various stakeholders and to propose a path for the future that can be accepted by all parties to reduce public and business concerns.","Assist the Commission in the preparation of legislation or in policy definition
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","NGO
Industry
Civil service
Academia
Research
Public affairs","10/02/2011","10 Feb 2011",,"Stakeholders EMF","http://ec.europa.eu/health/electromagnetic_fields/policy/index_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2536","Expert Group on Asylum in Greece","Expert Group on Asylum in Greece","E02536","Active","Group which operates on a permanent basis","Justice and Home Affairs","HOME - Home Affairs DG",,"Informal, Temporary","Limited","Assist the coordination of measures to support Greece in implementing the ""[Greek] National Action Plan on Migration Management and the Reform of the Asylum System.","Coordinates with Member States, exchange of views
Monitors the development of national policies and the enforcement of EU legislation by national authorities","International organization (Security policy (foreign),External relations)
EU agency (Security policy (foreign))
National Administrations","21/12/2010","21 Dec 2010",,"Asylum in Greece",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2538","High Level Group on Literacy","High Level Group on Literacy","E02538","Active","Group which operates on a permanent basis","Education, Training, Youth","EAC - Education and Culture DG",,"Informal, Temporary","Limited","To examine the most effective and efficient ways to support reading literacy in the course of lifelong learning, to identify common success factors of literacy programmes and policy initiatives and to make proposals on how to improve levels of reading literacy in the Member States, among both school students and adults.
The work of the High Level Group on Literacy should give visibility and importance to literacy acquisition as part of the key competences for the knowledge society, and should help analysing evidence and mainstreaming the existing good policy practices in a more consistent and systematic way. The group should make succinct proposals to the Commission on ways to improve literacy levels in Member States. The work of the group should reflect the changing nature of reading literacy requirements in the 21st century.
There is a vast amount of knowledge and research on literacy but the challenge is to translate all this knowledge into effective policies.
The High Level Group (HLG) should :
• Analyse existing research, studies and international reports on reading literacy focused on the issues outlined below;
• Examine (through among others an analysis of existing and evaluated programmes and policy initiatives, and through hearings and expert discussions) the most effective and efficient ways of supporting reading literacy in the course of lifelong learning: during pre-school and school education and in the context of adult learning programmes;
• Identify common success factors of literacy programmes (such as UK's Basic Skills programme, the EU-funded ADORE-project);  examine policy examples from countries in which literacy levels are high among young people and adults; and, examine what policy measures have been taken by countries that have been able to improve their performance during successive rounds of the OECD's PISA report which measures literacy skills of students aged 15;
• Translate these common success factors into policy proposals in a succinct report.","Assist the Commission in the preparation of legislation or in policy definition","Public affairs
Civil service
Academia","31/01/2011","18 Apr 2011",,"HLGL",
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2539","Competent Authorities'  Expert Group on the protection of animals used for scientific purposes","Competent Authorities'  Expert Group on the protection of animals used for scientific purposes","E02539","Active","Group which operates on a permanent basis","Environment","ENV - Environment DG",,"Informal, Permanent","Limited","To establish cooperation between the Member States and the Commission on the implementation of the Directive on the protection of animals used for scientific purposes","Monitors the development of national policies and the enforcement of EU legislation by national authorities","National Administrations","16/12/2010","11 May 2011",,,"http://ec.europa.eu/environment/chemicals/lab_animals/home_en.htm"
"http://ec.europa.eu/transparency/regexpert/detailGroup.cfm?groupID=2542","GÉANT Expert Group","GÉANT Expert Group","E02542","Active","Group which operates on a permanent basis","Research and Innovation","INFSO - Information Society and Media DG","RTD - Research DG","Informal, Temporary","Limited","The GÉANT Expert Group (GEG) will articulate a 2020 vision for European Research and Education networking and will identify an action plan for realising this vision. The report is expected to exercise a strong influence in EU policy in the area, and it will feed into the 2012-2013 FP7 work programme for Research Infrastructures and into the FP8 preparations. The GEG will take input from various sources: official policy documents, public reports, NREN reports, and GÉANT deliverables. It will also conduct interviews with stakeholders from NRENs, DANTE, TERENA, users, policy makers, international participants, industry etc.","Assist the Commission in the preparation of legislation or in policy definition
Provides expertise to the Commission when drafting of implementing measures, i.e. before the Commission submits these draft measures to a comitology committee","Academia
Engineering (IT)
Research","08/12/2010","08 Apr 2011",,"GEG",
